record,year,entry,range,plot,column,block,pblock,pop,entry99,dla1,dla2,dla3,logitdla1,logitdla2,logitdla3,dla1p,dla2p,dla3p,rowqlt,dta
10267,3,63,26,21,3,5,19,19,63,7,16,23,-1.123384909,-0.720159303,-0.524762889,0.07,0.16,0.23,5,81
10268,3,183,26,22,3,5,19,19,183,20,26,38,-0.602059991,-0.454258372,-0.212608093,0.2,0.26,0.38,5,83
10269,3,105,26,23,3,5,19,19,105,38,54,80,-0.212608093,0.069635928,0.602059991,0.38,0.54,0.8,5,79
10270,3,188,26,24,3,5,19,19,188,14,23,27,-0.788370416,-0.524762889,-0.431959096,0.14,0.23,0.27,5,83
10271,3,86,26,25,3,5,19,19,86,10,17,20,-0.954242509,-0.688629171,-0.602059991,0.1,0.17,0.2,5,85
10272,3,137,26,26,3,5,19,19,137,6,13,16,-1.194976603,-0.8255759,-0.720159303,0.06,0.13,0.16,5,87
10273,3,43,26,27,3,5,19,19,43,14,27,34,-0.788370416,-0.431959096,-0.288065018,0.14,0.27,0.34,5,85
10274,3,114,26,28,3,5,19,19,114,12,24,30,-0.865301426,-0.500602351,-0.367976785,0.12,0.24,0.3,5,87
10275,3,138,26,29,3,5,19,19,138,4,11,20,-1.380211242,-0.907997321,-0.602059991,0.04,0.11,0.2,5,81
10276,3,116,26,30,3,5,19,19,116,18,32,50,-0.658541347,-0.327358934,0,0.18,0.32,0.5,5,85
10277,3,123,26,31,4,5,19,19,123,14,25,34,-0.788370416,-0.477121255,-0.288065018,0.14,0.25,0.34,5,84
10278,3,202,26,32,4,5,19,27,19,8,17,23,-1.06069784,-0.688629171,-0.524762889,0.08,0.17,0.23,5,79
10279,3,141,26,33,4,5,19,19,141,9,16,27,-1.004798883,-0.720159303,-0.431959096,0.09,0.16,0.27,5,79
10280,3,142,26,34,4,4,19,19,142,12,27,28,-0.865301426,-0.431959096,-0.410174465,0.12,0.27,0.28,5,88
10281,3,130,26,35,4,4,19,19,130,22,45,60,-0.549671922,-0.087150176,0.176091259,0.22,0.45,0.6,5,79
10282,3,23,26,36,4,4,19,19,23,16,31,34,-0.720159303,-0.347487397,-0.288065018,0.16,0.31,0.34,5,81
10283,3,88,26,37,4,4,19,19,88,17,31,32,-0.688629171,-0.347487397,-0.327358934,0.17,0.31,0.32,5,84
10284,3,69,26,38,4,4,19,19,69,5,9,16,-1.278753601,-1.004798883,-0.720159303,0.05,0.09,0.16,5,87
10285,3,9,26,39,4,4,19,19,9,2,7,16,-1.69019608,-1.123384909,-0.720159303,0.02,0.07,0.16,5,82
10286,3,82,26,40,4,4,19,19,82,2,11,16,-1.69019608,-0.907997321,-0.720159303,0.02,0.11,0.16,5,84
10287,3,72,26,41,5,2,9,9,72,3,6,19,-1.50965048,-1.194976603,-0.629731418,0.03,0.06,0.19,5,94
10288,3,44,26,42,5,2,9,9,44,2,17,28,-1.69019608,-0.688629171,-0.410174465,0.02,0.17,0.28,5,95
10289,3,114,26,43,5,2,9,9,114,1,6,16,-1.995635195,-1.194976603,-0.720159303,0.01,0.06,0.16,5,95
10290,3,4,26,44,5,2,9,9,4,1,10,14,-1.995635195,-0.954242509,-0.788370416,0.01,0.1,0.14,5,95
10291,3,116,26,45,5,2,9,9,116,4,10,19,-1.380211242,-0.954242509,-0.629731418,0.04,0.1,0.19,5,90
10292,3,138,26,46,5,2,9,9,138,4,8,16,-1.380211242,-1.06069784,-0.720159303,0.04,0.08,0.16,5,89
10293,3,27,26,47,5,2,9,9,27,3,6,15,-1.50965048,-1.194976603,-0.753327667,0.03,0.06,0.15,5,91
10294,3,165,26,48,5,2,9,9,165,8,15,22,-1.06069784,-0.753327667,-0.549671922,0.08,0.15,0.22,5,91
10295,3,143,26,49,5,2,9,9,143,4,8,12,-1.380211242,-1.06069784,-0.865301426,0.04,0.08,0.12,5,94
10296,3,202,26,50,5,2,9,27,9,1,1,5,-1.995635195,-1.995635195,-1.278753601,0.01,0.01,0.05,5,106
10297,3,58,26,51,6,3,9,9,58,2,9,6,-1.69019608,-1.004798883,-1.194976603,0.02,0.09,0.06,5,93
10298,3,12,26,52,6,3,9,9,12,2,4,8,-1.69019608,-1.380211242,-1.06069784,0.02,0.04,0.08,5,95
10299,3,152,26,53,6,3,9,9,152,2,8,13,-1.69019608,-1.06069784,-0.8255759,0.02,0.08,0.13,5,91
10300,3,131,26,54,6,3,9,9,131,2,10,20,-1.69019608,-0.954242509,-0.602059991,0.02,0.1,0.2,5,98
10301,3,129,26,55,6,3,9,9,129,2,5,10,-1.69019608,-1.278753601,-0.954242509,0.02,0.05,0.1,5,95
10302,3,202,26,56,6,3,9,27,9,1,3,4,-1.995635195,-1.50965048,-1.380211242,0.01,0.03,0.04,5,106
10303,3,87,26,57,6,3,9,9,87,1,1,3,-1.995635195,-1.995635195,-1.50965048,0.01,0.01,0.03,5,98
10304,3,70,26,58,6,3,9,9,70,1,2,12,-1.995635195,-1.69019608,-0.865301426,0.01,0.02,0.12,5,100
10305,3,98,26,59,6,3,9,9,98,4,12,22,-1.380211242,-0.865301426,-0.549671922,0.04,0.12,0.22,5,96
10306,3,173,26,60,6,3,9,9,173,10,20,29,-0.954242509,-0.602059991,-0.388860351,0.1,0.2,0.29,5,93
10307,3,106,26,61,7,3,9,9,106,1,4,12,-1.995635195,-1.380211242,-0.865301426,0.01,0.04,0.12,5,102
10308,3,136,26,63,7,3,9,9,136,3,2,9,-1.50965048,-1.69019608,-1.004798883,0.03,0.02,0.09,5,95
10309,3,91,26,64,7,3,9,9,91,4,10,16,-1.380211242,-0.954242509,-0.720159303,0.04,0.1,0.16,5,94
10310,3,19,26,65,7,3,9,9,19,2,4,6,-1.69019608,-1.380211242,-1.194976603,0.02,0.04,0.06,5,89
10311,3,36,26,66,7,3,9,9,36,4,8,17,-1.380211242,-1.06069784,-0.688629171,0.04,0.08,0.17,5,91
10312,3,30,26,67,7,3,9,9,30,1,5,18,-1.995635195,-1.278753601,-0.658541347,0.01,0.05,0.18,5,91
10313,3,178,26,68,7,3,9,9,178,10,15,25,-0.954242509,-0.753327667,-0.477121255,0.1,0.15,0.25,5,88
10314,3,201,26,69,7,3,9,27,27,4,10,18,-1.380211242,-0.954242509,-0.658541347,0.04,0.1,0.18,5,85
10315,3,169,26,70,7,3,9,9,169,6,14,23,-1.194976603,-0.788370416,-0.524762889,0.06,0.14,0.23,5,91
10316,3,163,26,71,8,4,9,9,163,12,12,28,-0.865301426,-0.865301426,-0.410174465,0.12,0.12,0.28,5,91
10317,3,155,26,72,8,4,9,9,155,8,10,18,-1.06069784,-0.954242509,-0.658541347,0.08,0.1,0.18,5,92
10318,3,160,26,74,8,4,9,9,160,1,9,12,-1.995635195,-1.004798883,-0.865301426,0.01,0.09,0.12,5,91
10319,3,93,26,75,8,4,9,9,93,6,15,28,-1.194976603,-0.753327667,-0.410174465,0.06,0.15,0.28,5,91
10320,3,201,26,76,8,4,9,27,27,7,20,29,-1.123384909,-0.602059991,-0.388860351,0.07,0.2,0.29,5,88
10321,3,24,26,77,8,4,9,9,24,8,15,26,-1.06069784,-0.753327667,-0.454258372,0.08,0.15,0.26,5,95
10322,3,202,26,78,8,4,9,27,9,2,3,4,-1.69019608,-1.50965048,-1.380211242,0.02,0.03,0.04,5,101
10323,3,201,26,79,8,4,9,27,27,10,19,22,-0.954242509,-0.629731418,-0.549671922,0.1,0.19,0.22,5,89
10324,3,188,26,81,9,5,20,20,188,5,12,20,-1.278753601,-0.865301426,-0.602059991,0.05,0.12,0.2,5,95
10325,3,135,26,82,9,5,20,20,135,7,14,25,-1.123384909,-0.788370416,-0.477121255,0.07,0.14,0.25,5,91
10326,3,43,26,84,9,5,20,20,43,15,36,52,-0.753327667,-0.249877473,0.034762106,0.15,0.36,0.52,5,91
10327,3,10,26,85,9,5,20,20,10,8,20,26,-1.06069784,-0.602059991,-0.454258372,0.08,0.2,0.26,5,90
10328,3,2,26,86,9,5,20,20,2,4,8,18,-1.380211242,-1.06069784,-0.658541347,0.04,0.08,0.18,5,89
10329,3,8,26,87,9,5,20,20,8,7,20,26,-1.123384909,-0.602059991,-0.454258372,0.07,0.2,0.26,5,92
10330,3,123,26,88,9,5,20,20,123,17,36,52,-0.688629171,-0.249877473,0.034762106,0.17,0.36,0.52,5,85
10331,3,201,26,89,9,5,20,27,27,8,16,30,-1.06069784,-0.720159303,-0.367976785,0.08,0.16,0.3,5,83
10332,3,111,26,90,9,5,20,20,111,9,16,30,-1.004798883,-0.720159303,-0.367976785,0.09,0.16,0.3,5,91
10333,3,202,26,91,10,5,20,27,20,5,16,24,-1.278753601,-0.720159303,-0.500602351,0.05,0.16,0.24,5,92
10334,3,36,26,92,10,5,20,20,36,25,36,56,-0.477121255,-0.249877473,0.104735351,0.25,0.36,0.56,5,94
10335,3,197,26,93,10,5,20,20,197,20,20,40,-0.602059991,-0.602059991,-0.176091259,0.2,0.2,0.4,5,91
10336,3,69,26,94,10,5,20,20,69,11,18,39,-0.907997321,-0.658541347,-0.194265228,0.11,0.18,0.39,5,85
10337,3,9,26,95,10,5,20,20,9,12,22,28,-0.865301426,-0.549671922,-0.410174465,0.12,0.22,0.28,5,90
10338,3,113,26,96,10,5,20,20,113,4,12,18,-1.380211242,-0.865301426,-0.658541347,0.04,0.12,0.18,5,94
10339,3,173,26,98,10,5,20,20,173,4,6,28,-1.380211242,-1.194976603,-0.410174465,0.04,0.06,0.28,5,93
10340,3,71,26,108,11,6,20,20,71,14,38,54,-0.788370416,-0.212608093,0.069635928,0.14,0.38,0.54,5,93
10341,3,45,26,109,11,6,20,20,45,7,35,68,-1.123384909,-0.268845312,0.327358934,0.07,0.35,0.68,5,91
10342,3,58,26,110,11,6,20,20,58,10,20,50,-0.954242509,-0.602059991,0,0.1,0.2,0.5,5,94
10343,3,155,26,111,12,6,20,20,155,6,20,38,-1.194976603,-0.602059991,-0.212608093,0.06,0.2,0.38,5,90
10344,3,156,26,114,12,6,20,20,156,8,32,46,-1.06069784,-0.327358934,-0.069635928,0.08,0.32,0.46,5,90
10345,3,6,26,115,12,6,20,20,6,18,34,56,-0.658541347,-0.288065018,0.104735351,0.18,0.34,0.56,5,90
10346,3,46,26,117,12,6,20,20,46,5,14,22,-1.278753601,-0.788370416,-0.549671922,0.05,0.14,0.22,5,93
10347,3,202,26,118,12,6,20,27,20,8,20,29,-1.06069784,-0.602059991,-0.388860351,0.08,0.2,0.29,5,96
10348,3,167,26,119,12,6,20,20,167,38,62,66,-0.212608093,0.212608093,0.288065018,0.38,0.62,0.66,5,93
10349,3,121,26,120,12,6,20,20,121,20,42,60,-0.602059991,-0.140178703,0.176091259,0.2,0.42,0.6,5,90
10350,3,35,26,121,13,6,20,20,35,14,31,52,-0.788370416,-0.347487397,0.034762106,0.14,0.31,0.52,5,90
10351,3,56,26,122,13,6,20,20,56,7,18,37,-1.123384909,-0.658541347,-0.231138825,0.07,0.18,0.37,5,91
10352,3,105,26,123,13,7,20,20,105,8,22,34,-1.06069784,-0.549671922,-0.288065018,0.08,0.22,0.34,5,85
10353,3,25,26,125,13,7,20,20,25,15,26,40,-0.753327667,-0.454258372,-0.176091259,0.15,0.26,0.4,5,84
10354,3,118,26,126,13,7,20,20,118,8,18,32,-1.06069784,-0.658541347,-0.327358934,0.08,0.18,0.32,5,90
10355,3,16,26,127,13,7,20,20,16,34,60,70,-0.288065018,0.176091259,0.367976785,0.34,0.6,0.7,5,89
10356,3,84,26,128,13,7,20,20,84,4,14,26,-1.380211242,-0.788370416,-0.454258372,0.04,0.14,0.26,5,93
10357,3,161,26,129,13,7,20,20,161,3,18,20,-1.50965048,-0.658541347,-0.602059991,0.03,0.18,0.2,5,90
10358,3,92,26,130,13,7,20,20,92,17,30,44,-0.688629171,-0.367976785,-0.104735351,0.17,0.3,0.44,5,91
10359,3,110,26,131,14,7,20,20,110,10,20,42,-0.954242509,-0.602059991,-0.140178703,0.1,0.2,0.42,5,90
10360,3,102,26,132,14,7,20,20,102,9,17,26,-1.004798883,-0.688629171,-0.454258372,0.09,0.17,0.26,5,90
10361,3,108,26,133,14,7,20,20,108,18,28,44,-0.658541347,-0.410174465,-0.104735351,0.18,0.28,0.44,5,89
10362,3,14,26,136,14,7,20,20,14,14,26,42,-0.788370416,-0.454258372,-0.140178703,0.14,0.26,0.42,5,93
10363,3,136,26,137,14,7,20,20,136,6,16,20,-1.194976603,-0.720159303,-0.602059991,0.06,0.16,0.2,5,91
10364,3,182,26,138,14,7,20,20,182,2,10,27,-1.69019608,-0.954242509,-0.431959096,0.02,0.1,0.27,5,84
10365,3,65,26,140,14,7,20,20,65,18,36,40,-0.658541347,-0.249877473,-0.176091259,0.18,0.36,0.4,5,94
10366,3,29,27,5,1,6,19,19,29,22,27,40,-0.549671922,-0.431959096,-0.176091259,0.22,0.27,0.4,5,85
10367,3,38,27,6,1,7,19,19,38,12,30,38,-0.865301426,-0.367976785,-0.212608093,0.12,0.3,0.38,5,81
10368,3,25,27,7,1,7,19,19,25,24,36,50,-0.500602351,-0.249877473,0,0.24,0.36,0.5,5,84
10369,3,181,27,8,1,7,19,19,181,6,19,36,-1.194976603,-0.629731418,-0.249877473,0.06,0.19,0.36,5,79
10370,3,177,27,9,1,7,19,19,177,20,28,42,-0.602059991,-0.410174465,-0.140178703,0.2,0.28,0.42,5,80
10371,3,27,27,10,1,7,19,19,27,23,35,47,-0.524762889,-0.268845312,-0.052178012,0.23,0.35,0.47,5,81
10372,3,202,27,11,2,7,19,27,19,10,18,28,-0.954242509,-0.658541347,-0.410174465,0.1,0.18,0.28,5,81
10373,3,40,27,12,2,7,19,19,40,20,38,54,-0.602059991,-0.212608093,0.069635928,0.2,0.38,0.54,5,87
10374,3,96,27,13,2,7,19,19,96,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,5,83
10375,3,83,27,14,2,7,19,19,83,8,17,19,-1.06069784,-0.688629171,-0.629731418,0.08,0.17,0.19,5,80
10376,3,103,27,15,2,7,19,19,103,17,28,40,-0.688629171,-0.410174465,-0.176091259,0.17,0.28,0.4,5,83
10377,3,21,27,16,2,7,19,19,21,8,17,22,-1.06069784,-0.688629171,-0.549671922,0.08,0.17,0.22,5,80
10378,3,91,27,17,2,7,19,19,91,26,42,48,-0.454258372,-0.140178703,-0.034762106,0.26,0.42,0.48,5,87
10379,3,201,27,18,2,7,19,27,27,8,21,32,-1.06069784,-0.575407797,-0.327358934,0.08,0.21,0.32,5,88
10380,3,184,27,19,2,7,19,19,184,25,54,76,-0.477121255,0.069635928,0.500602351,0.25,0.54,0.76,5,85
10381,3,24,27,20,2,7,19,19,24,14,42,66,-0.788370416,-0.140178703,0.288065018,0.14,0.42,0.66,5,80
10382,3,65,27,21,3,7,19,19,65,34,52,64,-0.288065018,0.034762106,0.249877473,0.34,0.52,0.64,5,81
10383,3,101,27,22,3,7,19,19,101,14,26,32,-0.788370416,-0.454258372,-0.327358934,0.14,0.26,0.32,5,81
10384,3,163,27,23,3,7,19,19,163,16,27,40,-0.720159303,-0.431959096,-0.176091259,0.16,0.27,0.4,5,88
10385,3,112,27,24,3,7,19,19,112,16,23,26,-0.720159303,-0.524762889,-0.454258372,0.16,0.23,0.26,5,84
10386,3,202,27,25,3,8,19,27,19,8,20,30,-1.06069784,-0.602059991,-0.367976785,0.08,0.2,0.3,5,83
10387,3,68,27,26,3,8,19,19,68,10,31,32,-0.954242509,-0.347487397,-0.327358934,0.1,0.31,0.32,5,86
10388,3,106,27,27,3,8,19,19,106,24,38,60,-0.500602351,-0.212608093,0.176091259,0.24,0.38,0.6,5,86
10389,3,28,27,28,3,8,19,19,28,8,20,26,-1.06069784,-0.602059991,-0.454258372,0.08,0.2,0.26,5,86
10390,3,60,27,29,3,8,19,19,60,30,48,68,-0.367976785,-0.034762106,0.327358934,0.3,0.48,0.68,5,86
10391,3,126,27,30,3,8,19,19,126,12,26,31,-0.865301426,-0.454258372,-0.347487397,0.12,0.26,0.31,5,85
10392,3,76,27,32,4,8,19,19,76,17,32,40,-0.688629171,-0.327358934,-0.176091259,0.17,0.32,0.4,5,81
10393,3,93,27,33,4,8,19,19,93,12,30,44,-0.865301426,-0.367976785,-0.104735351,0.12,0.3,0.44,5,87
10394,3,156,27,34,4,8,19,19,156,4,11,10,-1.380211242,-0.907997321,-0.954242509,0.04,0.11,0.1,5,85
10395,3,57,27,35,4,8,19,19,57,6,19,34,-1.194976603,-0.629731418,-0.288065018,0.06,0.19,0.34,5,80
10396,3,174,27,36,4,8,19,19,174,10,16,26,-0.954242509,-0.720159303,-0.454258372,0.1,0.16,0.26,5,89
10397,3,159,27,37,4,8,19,19,159,14,27,46,-0.788370416,-0.431959096,-0.069635928,0.14,0.27,0.46,5,88
10398,3,3,27,38,4,8,19,19,3,12,29,40,-0.865301426,-0.388860351,-0.176091259,0.12,0.29,0.4,5,85
10399,3,87,27,39,4,8,19,19,87,14,32,44,-0.788370416,-0.327358934,-0.104735351,0.14,0.32,0.44,5,87
10400,3,201,27,40,4,8,19,27,27,5,16,23,-1.278753601,-0.720159303,-0.524762889,0.05,0.16,0.23,5,88
10401,3,121,27,41,5,2,9,9,121,3,8,13,-1.50965048,-1.06069784,-0.8255759,0.03,0.08,0.13,5,96
10402,3,144,27,42,5,2,9,9,144,7,12,28,-1.123384909,-0.865301426,-0.410174465,0.07,0.12,0.28,5,90
10403,3,76,27,43,5,2,9,9,76,3,10,24,-1.50965048,-0.954242509,-0.500602351,0.03,0.1,0.24,5,93
10404,3,20,27,44,5,2,9,9,20,4,16,20,-1.380211242,-0.720159303,-0.602059991,0.04,0.16,0.2,5,92
10405,3,190,27,46,5,2,9,9,190,10,29,36,-0.954242509,-0.388860351,-0.249877473,0.1,0.29,0.36,5,92
10406,3,201,27,47,5,2,9,27,27,7,17,22,-1.123384909,-0.688629171,-0.549671922,0.07,0.17,0.22,5,87
10407,3,153,27,48,5,2,9,9,153,8,6,22,-1.06069784,-1.194976603,-0.549671922,0.08,0.06,0.22,5,95
10408,3,68,27,49,5,2,9,9,68,9,20,30,-1.004798883,-0.602059991,-0.367976785,0.09,0.2,0.3,5,90
10409,3,56,27,51,6,1,9,9,56,6,15,24,-1.194976603,-0.753327667,-0.500602351,0.06,0.15,0.24,5,96
10410,3,198,27,52,6,1,9,9,198,4,6,7,-1.380211242,-1.194976603,-1.123384909,0.04,0.06,0.07,5,94
10411,3,202,27,53,6,1,9,27,9,2,4,6,-1.69019608,-1.380211242,-1.194976603,0.02,0.04,0.06,5,105
10412,3,96,27,54,6,1,9,9,96,1,2,4,-1.995635195,-1.69019608,-1.380211242,0.01,0.02,0.04,5,98
10413,3,185,27,55,6,1,9,9,185,7,17,27,-1.123384909,-0.688629171,-0.431959096,0.07,0.17,0.27,5,97
10414,3,187,27,56,6,1,9,9,187,4,9,15,-1.380211242,-1.004798883,-0.753327667,0.04,0.09,0.15,5,94
10415,3,43,27,57,6,1,9,9,43,1,4,10,-1.995635195,-1.380211242,-0.954242509,0.01,0.04,0.1,5,98
10416,3,200,27,58,6,1,9,9,200,1,2,10,-1.995635195,-1.69019608,-0.954242509,0.01,0.02,0.1,5,101
10417,3,168,27,59,6,1,9,9,168,2,13,24,-1.69019608,-0.8255759,-0.500602351,0.02,0.13,0.24,5,94
10418,3,201,27,60,6,1,9,27,27,11,21,27,-0.907997321,-0.575407797,-0.431959096,0.11,0.21,0.27,5,90
10419,3,111,27,61,7,1,9,9,111,4,6,9,-1.380211242,-1.194976603,-1.004798883,0.04,0.06,0.09,5,97
10420,3,175,27,62,7,1,9,9,175,2,4,9,-1.69019608,-1.380211242,-1.004798883,0.02,0.04,0.09,5,90
10421,3,78,27,63,7,1,9,9,78,3,8,17,-1.50965048,-1.06069784,-0.688629171,0.03,0.08,0.17,5,95
10422,3,11,27,64,7,1,9,9,11,5,17,19,-1.278753601,-0.688629171,-0.629731418,0.05,0.17,0.19,5,89
10423,3,49,27,66,7,1,9,9,49,8,25,38,-1.06069784,-0.477121255,-0.212608093,0.08,0.25,0.38,5,93
10424,3,183,27,67,7,1,9,9,183,3,6,16,-1.50965048,-1.194976603,-0.720159303,0.03,0.06,0.16,5,86
10425,3,118,27,68,7,1,9,9,118,10,20,26,-0.954242509,-0.602059991,-0.454258372,0.1,0.2,0.26,5,91
10426,3,154,27,69,7,1,9,9,154,3,16,20,-1.50965048,-0.720159303,-0.602059991,0.03,0.16,0.2,5,86
10427,3,59,27,70,7,1,9,9,59,6,10,14,-1.194976603,-0.954242509,-0.788370416,0.06,0.1,0.14,5,85
10428,3,0,27,71,8,11,1,1,0,18,30,50,-0.658541347,-0.367976785,0,0.18,0.3,0.5,5,84
10429,3,113,27,72,8,10,1,1,113,6,24,30,-1.194976603,-0.500602351,-0.367976785,0.06,0.24,0.3,5,89
10430,3,174,27,73,8,10,1,1,174,8,26,36,-1.06069784,-0.454258372,-0.249877473,0.08,0.26,0.36,5,92
10431,3,202,27,74,8,10,1,27,1,17,22,36,-0.688629171,-0.549671922,-0.249877473,0.17,0.22,0.36,5,85
10432,3,156,27,75,8,10,1,1,156,38,52,70,-0.212608093,0.034762106,0.367976785,0.38,0.52,0.7,5,91
10433,3,129,27,76,8,10,1,1,129,10,27,37,-0.954242509,-0.431959096,-0.231138825,0.1,0.27,0.37,5,87
10434,3,189,27,77,8,10,1,1,189,8,20,26,-1.06069784,-0.602059991,-0.454258372,0.08,0.2,0.26,5,83
10435,3,21,27,78,8,10,1,1,21,14,24,35,-0.788370416,-0.500602351,-0.268845312,0.14,0.24,0.35,5,87
10436,3,68,27,79,8,10,1,1,68,16,30,48,-0.720159303,-0.367976785,-0.034762106,0.16,0.3,0.48,5,84
10437,3,24,27,80,8,10,1,1,24,14,35,44,-0.788370416,-0.268845312,-0.104735351,0.14,0.35,0.44,5,83
10438,3,31,27,81,9,1,11,11,31,22,40,55,-0.549671922,-0.176091259,0.087150176,0.22,0.4,0.55,5,86
10439,3,98,27,82,9,1,11,11,98,13,24,38,-0.8255759,-0.500602351,-0.212608093,0.13,0.24,0.38,5,87
10440,3,72,27,84,9,1,11,11,72,16,30,50,-0.720159303,-0.367976785,0,0.16,0.3,0.5,5,86
10441,3,19,27,85,9,1,11,11,19,16,24,34,-0.720159303,-0.500602351,-0.288065018,0.16,0.24,0.34,5,83
10442,3,89,27,86,9,1,11,11,89,20,29,60,-0.602059991,-0.388860351,0.176091259,0.2,0.29,0.6,5,83
10443,3,200,27,87,9,1,11,11,200,24,38,80,-0.500602351,-0.212608093,0.602059991,0.24,0.38,0.8,5,82
10444,3,115,27,88,9,1,11,11,115,10,30,60,-0.954242509,-0.367976785,0.176091259,0.1,0.3,0.6,5,83
10445,3,118,27,89,9,1,11,11,118,19,38,56,-0.629731418,-0.212608093,0.104735351,0.19,0.38,0.56,5,83
10446,3,121,27,90,9,1,11,11,121,6,12,20,-1.194976603,-0.865301426,-0.602059991,0.06,0.12,0.2,5,83
10447,3,87,27,91,10,1,11,11,87,5,10,28,-1.278753601,-0.954242509,-0.410174465,0.05,0.1,0.28,5,82
10448,3,148,27,92,10,1,11,11,148,7,24,40,-1.123384909,-0.500602351,-0.176091259,0.07,0.24,0.4,5,82
10449,3,0,27,93,10,11,20,20,0,20,31,60,-0.602059991,-0.347487397,0.176091259,0.2,0.31,0.6,5,84
10450,3,95,27,94,10,9,20,20,95,15,24,39,-0.753327667,-0.500602351,-0.194265228,0.15,0.24,0.39,5,92
10451,3,49,27,95,10,9,20,20,49,6,20,26,-1.194976603,-0.602059991,-0.454258372,0.06,0.2,0.26,5,94
10452,3,133,27,96,10,9,20,20,133,16,22,28,-0.720159303,-0.549671922,-0.410174465,0.16,0.22,0.28,5,89
10453,3,130,27,97,10,9,20,20,130,5,12,22,-1.278753601,-0.865301426,-0.549671922,0.05,0.12,0.22,5,94
10454,3,44,27,98,10,9,20,20,44,21,32,36,-0.575407797,-0.327358934,-0.249877473,0.21,0.32,0.36,5,94
10455,3,177,27,99,10,9,20,20,177,3,6,16,-1.50965048,-1.194976603,-0.720159303,0.03,0.06,0.16,5,84
10456,3,120,27,101,11,9,20,20,120,18,24,38,-0.658541347,-0.500602351,-0.212608093,0.18,0.24,0.38,5,91
10457,3,78,27,102,11,9,20,20,78,6,16,22,-1.194976603,-0.720159303,-0.549671922,0.06,0.16,0.22,5,89
10458,3,33,27,104,11,9,20,20,33,9,22,34,-1.004798883,-0.549671922,-0.288065018,0.09,0.22,0.34,5,87
10459,3,19,27,105,11,9,20,20,19,23,40,60,-0.524762889,-0.176091259,0.176091259,0.23,0.4,0.6,5,93
10460,3,183,27,107,11,9,20,20,183,9,18,20,-1.004798883,-0.658541347,-0.602059991,0.09,0.18,0.2,5,92
10461,3,30,27,108,11,9,20,20,30,4,14,28,-1.380211242,-0.788370416,-0.410174465,0.04,0.14,0.28,5,92
10462,3,93,27,109,11,9,20,20,93,8,24,40,-1.06069784,-0.500602351,-0.176091259,0.08,0.24,0.4,5,87
10463,3,165,27,110,11,9,20,20,165,30,48,66,-0.367976785,-0.034762106,0.288065018,0.3,0.48,0.66,5,92
10464,3,181,27,113,12,9,20,20,181,8,17,26,-1.06069784,-0.688629171,-0.454258372,0.08,0.17,0.26,5,91
10465,3,201,27,114,12,9,20,27,27,8,23,34,-1.06069784,-0.524762889,-0.288065018,0.08,0.23,0.34,5,85
10466,3,52,27,115,12,8,20,20,52,8,23,34,-1.06069784,-0.524762889,-0.288065018,0.08,0.23,0.34,5,92
10467,3,3,27,116,12,8,20,20,3,19,29,42,-0.629731418,-0.388860351,-0.140178703,0.19,0.29,0.42,5,84
10468,3,149,27,117,12,8,20,20,149,8,25,36,-1.06069784,-0.477121255,-0.249877473,0.08,0.25,0.36,5,90
10469,3,87,27,118,12,8,20,20,87,5,20,34,-1.278753601,-0.602059991,-0.288065018,0.05,0.2,0.34,5,89
10470,3,190,27,122,13,8,20,20,190,8,16,18,-1.06069784,-0.720159303,-0.658541347,0.08,0.16,0.18,5,89
10471,3,55,27,123,13,8,20,20,55,19,27,40,-0.629731418,-0.431959096,-0.176091259,0.19,0.27,0.4,5,91
10472,3,76,27,126,13,8,20,20,76,31,42,56,-0.347487397,-0.140178703,0.104735351,0.31,0.42,0.56,5,89
10473,3,11,27,127,13,8,20,20,11,20,34,60,-0.602059991,-0.288065018,0.176091259,0.2,0.34,0.6,5,91
10474,3,112,27,128,13,8,20,20,112,20,30,48,-0.602059991,-0.367976785,-0.034762106,0.2,0.3,0.48,5,87
10475,3,201,27,131,14,8,20,27,27,13,26,38,-0.8255759,-0.454258372,-0.212608093,0.13,0.26,0.38,5,86
10476,3,17,27,134,14,8,20,20,17,23,48,74,-0.524762889,-0.034762106,0.454258372,0.23,0.48,0.74,5,87
10477,3,164,27,135,14,8,20,20,164,6,16,25,-1.194976603,-0.720159303,-0.477121255,0.06,0.16,0.25,5,99
10478,3,107,27,136,14,8,20,20,107,18,30,44,-0.658541347,-0.367976785,-0.104735351,0.18,0.3,0.44,5,94
10479,3,13,27,138,14,7,20,20,13,17,28,44,-0.688629171,-0.410174465,-0.104735351,0.17,0.28,0.44,5,96
10480,3,32,27,140,14,7,20,20,32,9,20,32,-1.004798883,-0.602059991,-0.327358934,0.09,0.2,0.32,5,92
10481,3,186,28,2,1,10,19,19,186,8,17,20,-1.06069784,-0.688629171,-0.602059991,0.08,0.17,0.2,5,85
10482,3,118,28,3,1,10,19,19,118,4,8,14,-1.380211242,-1.06069784,-0.788370416,0.04,0.08,0.14,5,85
10483,3,172,28,4,1,10,19,19,172,6,8,10,-1.194976603,-1.06069784,-0.954242509,0.06,0.08,0.1,5,81
10484,3,14,28,5,1,10,19,19,14,14,16,24,-0.788370416,-0.720159303,-0.500602351,0.14,0.16,0.24,5,81
